Council Name,Council Type,Year,Month,ESB Connection
Sligo,County Council,2013,Jul,7
Sligo,County Council,2013,Aug,15
Sligo,County Council,2013,Sept,13
Sligo,County Council,2013,Oct,13
Sligo,County Council,2013,Nov,14
Sligo,County Council,2013,Dec,23
South Dublin,County Council,2013,Jan,13
South Dublin,County Council,2013,Feb,7
South Dublin,County Council,2013,Mar,6
South Dublin,County Council,2013,Apr,4
South Dublin,County Council,2013,May,9
South Dublin,County Council,2013,Jun,14
South Dublin,County Council,2013,Jul,11
South Dublin,County Council,2013,Aug,18
South Dublin,County Council,2013,Sept,13
South Dublin,County Council,2013,Oct,32
South Dublin,County Council,2013,Nov,38
South Dublin,County Council,2013,Dec,38
South Tipperary,County Council,2013,Jan,10
South Tipperary,County Council,2013,Feb,7
South Tipperary,County Council,2013,Mar,19
South Tipperary,County Council,2013,Apr,16
South Tipperary,County Council,2013,May,9
South Tipperary,County Council,2013,Jun,4
South Tipperary,County Council,2013,Jul,5
South Tipperary,County Council,2013,Aug,12
South Tipperary,County Council,2013,Sept,10
South Tipperary,County Council,2013,Oct,11
South Tipperary,County Council,2013,Nov,17
South Tipperary,County Council,2013,Dec,14
Waterford,County Council,2013,Jan,8
Waterford,County Council,2013,Feb,12
Waterford,County Council,2013,Mar,12
Waterford,County Council,2013,Apr,7
Waterford,County Council,2013,May,8
Waterford,County Council,2013,Jun,12
Waterford,County Council,2013,Jul,7
Waterford,County Council,2013,Aug,14
Waterford,County Council,2013,Sept,13
Waterford,County Council,2013,Oct,9
Waterford,County Council,2013,Nov,10
Waterford,County Council,2013,Dec,11
Westmeath,County Council,2013,Jan,12
Westmeath,County Council,2013,Feb,11
Westmeath,County Council,2013,Mar,13
Westmeath,County Council,2013,Apr,19
Westmeath,County Council,2013,May,9
Westmeath,County Council,2013,Jun,10
Westmeath,County Council,2013,Jul,14
Westmeath,County Council,2013,Aug,13
Westmeath,County Council,2013,Sept,17
Westmeath,County Council,2013,Oct,13
Westmeath,County Council,2013,Nov,16
Westmeath,County Council,2013,Dec,11
Wexford,County Council,2013,Jan,16
Wexford,County Council,2013,Feb,16
Wexford,County Council,2013,Mar,20
Wexford,County Council,2013,Apr,30
Wexford,County Council,2013,May,11
Wexford,County Council,2013,Jun,25
Wexford,County Council,2013,Jul,26
Wexford,County Council,2013,Aug,20
Wexford,County Council,2013,Sept,38
Wexford,County Council,2013,Oct,25
Wexford,County Council,2013,Nov,47
Wexford,County Council,2013,Dec,32
Wicklow,County Council,2013,Jan,25
Wicklow,County Council,2013,Feb,33
Wicklow,County Council,2013,Mar,19
Wicklow,County Council,2013,Apr,23
Wicklow,County Council,2013,May,17
Wicklow,County Council,2013,Jun,24
Wicklow,County Council,2013,Jul,26
Wicklow,County Council,2013,Aug,17
Wicklow,County Council,2013,Sept,20
Wicklow,County Council,2013,Oct,15
Wicklow,County Council,2013,Nov,23
Wicklow,County Council,2013,Dec,15
